Date,StoreKey,AccountKey,Amount
2025-12-01,1,4000,469855.37
2025-12-01,1,4100,163629.02
2025-12-01,1,4200,49331.09
2025-12-01,1,5000,331681.46
2025-12-01,1,5100,15101.88
2025-12-01,1,5200,4299.96
2025-12-01,1,6000,84777.9
2025-12-01,1,6010,18651.14
2025-12-01,1,6100,39437.1
2025-12-01,1,6110,3038.77
2025-12-01,1,6120,3429.87
2025-12-01,1,6200,22564.18
2025-12-01,1,6210,13451.78
2025-12-01,1,6300,12036.2
2025-12-01,1,6310,3912.32
2025-12-01,1,6400,2800.0
2025-12-01,1,6410,1479.0
2025-12-01,1,6420,1142.89
2025-12-01,1,6430,855.98
2025-12-01,1,7000,9500.0
2026-01-01,1,4000,273470.83
2026-01-01,1,4100,95237.32
2026-01-01,1,4200,27852.85
2026-01-01,1,5000,193601.69
2026-01-01,1,5100,8517.15
2026-01-01,1,5200,3095.84
2026-01-01,1,6000,72157.97
2026-01-01,1,6010,15874.75
2026-01-01,1,6100,39437.1
2026-01-01,1,6110,3182.0
2026-01-01,1,6120,2216.95
2026-01-01,1,6200,12189.21
2026-01-01,1,6210,3954.11
2026-01-01,1,6300,7005.45
2026-01-01,1,6310,2315.44
2026-01-01,1,6400,2800.0
2026-01-01,1,6410,1508.58
2026-01-01,1,6420,2552.85
2026-01-01,1,6430,717.7
2026-01-01,1,7000,9500.0
2026-02-01,1,4000,286867.09
2026-02-01,1,4100,99902.62
2026-02-01,1,4200,30124.0
2026-02-01,1,5000,202232.93
2026-02-01,1,5100,9028.46
2026-02-01,1,5200,2731.26
2026-02-01,1,6000,72702.47
2026-02-01,1,6010,15994.54
2026-02-01,1,6100,50479.49
2026-02-01,1,6110,2740.6
2026-02-01,1,6120,2807.34
2026-02-01,1,6200,12794.44
2026-02-01,1,6210,3976.73
2026-02-01,1,6300,7348.62
2026-02-01,1,6310,2455.01
2026-02-01,1,6400,2800.0
2026-02-01,1,6410,1508.58
2026-02-01,1,6420,891.56
2026-02-01,1,6430,778.63
2026-02-01,1,7000,9500.0
2026-03-01,1,4000,335002.01
2026-03-01,1,4100,116665.79
2026-03-01,1,4200,36062.52
2026-03-01,1,5000,235978.31
2026-03-01,1,5100,10345.61
2026-03-01,1,5200,3112.0
2026-03-01,1,6000,77242.04
2026-03-01,1,6010,16993.25
2026-03-01,1,6100,50479.49
2026-03-01,1,6110,2100.69
2026-03-01,1,6120,1318.57
2026-03-01,1,6200,14692.61
2026-03-01,1,6210,13090.84
2026-03-01,1,6300,8581.69
2026-03-01,1,6310,2977.86
2026-03-01,1,6400,2800.0
2026-03-01,1,6410,1508.58
2026-03-01,1,6420,1024.61
2026-03-01,1,6430,602.67
2026-03-01,1,7000,9500.0
2026-04-01,1,4000,350959.77
2026-04-01,1,4100,122223.15
2026-04-01,1,4200,36349.21
2026-04-01,1,5000,247538.6
2026-04-01,1,5100,10869.6
2026-04-01,1,5200,3625.66
2026-04-01,1,6000,79849.13
2026-04-01,1,6010,17566.81
2026-04-01,1,6100,50479.49
2026-04-01,1,6110,2264.82
2026-04-01,1,6120,1931.48
2026-04-01,1,6200,16300.12
2026-04-01,1,6210,3483.64
2026-04-01,1,6300,8990.48
2026-04-01,1,6310,2650.34
2026-04-01,1,6400,2800.0
2026-04-01,1,6410,1508.58
2026-04-01,1,6420,1083.47
2026-04-01,1,6430,655.32
2026-04-01,1,7000,9500.0
2026-05-01,1,4000,393591.79
2026-05-01,1,4100,137069.92
2026-05-01,1,4200,38918.77
2026-05-01,1,5000,277385.93
2026-05-01,1,5100,11975.24
2026-05-01,1,5200,4159.59
2026-05-01,1,6000,83612.07
2026-05-01,1,6010,18394.66
2026-05-01,1,6100,50479.49
2026-05-01,1,6110,2303.15
2026-05-01,1,6120,3749.13
2026-05-01,1,6200,17736.22
2026-05-01,1,6210,4007.66
2026-05-01,1,6300,10082.57
2026-05-01,1,6310,3471.57
2026-05-01,1,6400,2800.0
2026-05-01,1,6410,1508.58
2026-05-01,1,6420,745.22
2026-05-01,1,6430,870.07
2026-05-01,1,7000,9500.0
2026-06-01,1,4000,409909.93
2026-06-01,1,4100,142752.78
2026-06-01,1,4200,39759.52
2026-06-01,1,5000,288161.33
2026-06-01,1,5100,12700.32
2026-06-01,1,5200,4471.79
2026-06-01,1,6000,80319.84
2026-06-01,1,6010,17670.36
2026-06-01,1,6100,50479.49
2026-06-01,1,6110,2459.67
2026-06-01,1,6120,1118.52
2026-06-01,1,6200,18899.55
2026-06-01,1,6210,13867.52
2026-06-01,1,6300,10500.59
2026-06-01,1,6310,3260.24
2026-06-01,1,6400,2800.0
2026-06-01,1,6410,1508.58
2026-06-01,1,6420,886.08
2026-06-01,1,6430,837.13
2026-06-01,1,7000,9500.0
2024-01-01,2,4000,158495.5
2024-01-01,2,4100,40494.45
2024-01-01,2,4200,14928.06
2024-01-01,2,5000,104049.56
2024-01-01,2,5100,4702.09
2024-01-01,2,5200,1186.99
2024-01-01,2,6000,43959.82
2024-01-01,2,6010,9671.16
2024-01-01,2,6100,23362.62
2024-01-01,2,6110,1725.83
2024-01-01,2,6120,2656.3
2024-01-01,2,6200,6868.66
2024-01-01,2,6210,2348.05
2024-01-01,2,6300,3780.81
2024-01-01,2,6310,1221.64
2024-01-01,2,6400,1900.0
2024-01-01,2,6410,1450.0
2024-01-01,2,6420,3153.15
2024-01-01,2,6430,610.66
2024-01-01,2,7000,5200.0
2024-02-01,2,4000,152358.85
2024-02-01,2,4100,38926.59
2024-02-01,2,4200,15184.18
2024-02-01,2,5000,100300.88
2024-02-01,2,5100,4319.27
2024-02-01,2,5200,1369.71
2024-02-01,2,6000,45719.02
2024-02-01,2,6010,10058.18
2024-02-01,2,6100,23362.62
2024-02-01,2,6110,1575.42
2024-02-01,2,6120,2043.35
2024-02-01,2,6200,6750.61
2024-02-01,2,6210,2613.54
2024-02-01,2,6300,3634.42
2024-02-01,2,6310,1208.64
2024-02-01,2,6400,1900.0
2024-02-01,2,6410,1450.0
2024-02-01,2,6420,1116.06
2024-02-01,2,6430,692.88
2024-02-01,2,7000,5200.0
2024-03-01,2,4000,180368.54
2024-03-01,2,4100,46082.86
2024-03-01,2,4200,16107.83
2024-03-01,2,5000,117701.72
2024-03-01,2,5100,5053.62
2024-03-01,2,5200,1662.87
2024-03-01,2,6000,45766.68
2024-03-01,2,6010,10068.67
2024-03-01,2,6100,23362.62
2024-03-01,2,6110,1301.15
2024-03-01,2,6120,3979.48
2024-03-01,2,6200,7732.84
2024-03-01,2,6210,7659.78
2024-03-01,2,6300,4302.58
2024-03-01,2,6310,1462.7
2024-03-01,2,6400,1900.0
2024-03-01,2,6410,1450.0
2024-03-01,2,6420,827.05
2024-03-01,2,6430,778.54
2024-03-01,2,7000,5200.0
2024-04-01,2,4000,194616.37
2024-04-01,2,4100,49723.08
2024-04-01,2,4200,18650.03
2024-04-01,2,5000,127547.21
2024-04-01,2,5100,5812.23
2024-04-01,2,5200,1758.94
2024-04-01,2,6000,47124.34
2024-04-01,2,6010,10367.35
2024-04-01,2,6100,23362.62
2024-04-01,2,6110,1336.98
2024-04-01,2,6120,4012.54
2024-04-01,2,6200,8516.51
2024-04-01,2,6210,2602.63
2024-04-01,2,6300,4642.45
2024-04-01,2,6310,1411.65
2024-04-01,2,6400,1900.0
2024-04-01,2,6410,1450.0
2024-04-01,2,6420,734.23
2024-04-01,2,6430,692.8
2024-04-01,2,7000,5200.0
2024-05-01,2,4000,212372.95
2024-05-01,2,4100,54259.76
2024-05-01,2,4200,20131.69
2024-05-01,2,5000,139350.96
2024-05-01,2,5100,6423.17
2024-05-01,2,5200,1779.69
2024-05-01,2,6000,48199.7
2024-05-01,2,6010,10603.93
2024-05-01,2,6100,23362.62
2024-05-01,2,6110,1394.37
2024-05-01,2,6120,3027.49
2024-05-01,2,6200,9323.26
2024-05-01,2,6210,2467.68
2024-05-01,2,6300,5066.02
2024-05-01,2,6310,1691.73
2024-05-01,2,6400,1900.0
2024-05-01,2,6410,1450.0
2024-05-01,2,6420,965.04
2024-05-01,2,6430,605.72
2024-05-01,2,7000,5200.0
2024-06-01,2,4000,235101.5
2024-06-01,2,4100,60066.73
2024-06-01,2,4200,23000.85
2024-06-01,2,5000,153512.52
2024-06-01,2,5100,6767.73
2024-06-01,2,5200,2076.64
2024-06-01,2,6000,50141.52
2024-06-01,2,6010,11031.13
2024-06-01,2,6100,23362.62
2024-06-01,2,6110,1373.35
2024-06-01,2,6120,2415.66
2024-06-01,2,6200,10497.95
2024-06-01,2,6210,9006.98
2024-06-01,2,6300,5608.2
2024-06-01,2,6310,1696.35
2024-06-01,2,6400,1900.0
2024-06-01,2,6410,1450.0
2024-06-01,2,6420,735.9
2024-06-01,2,6430,942.2
2024-06-01,2,7000,5200.0
2024-07-01,2,4000,243388.81
2024-07-01,2,4100,62184.08
2024-07-01,2,4200,21833.38
2024-07-01,2,5000,159503.62
2024-07-01,2,5100,6728.77
2024-07-01,2,5200,2376.1
2024-07-01,2,6000,50449.23
2024-07-01,2,6010,11098.83
2024-07-01,2,6100,23362.62
2024-07-01,2,6110,1585.11
2024-07-01,2,6120,1116.21
2024-07-01,2,6200,10862.83
2024-07-01,2,6210,2382.33
2024-07-01,2,6300,5805.88
2024-07-01,2,6310,1811.65
2024-07-01,2,6400,1900.0
2024-07-01,2,6410,1450.0
2024-07-01,2,6420,941.27
2024-07-01,2,6430,945.01
2024-07-01,2,7000,5200.0
2024-08-01,2,4000,222223.92
2024-08-01,2,4100,56776.61
2024-08-01,2,4200,20676.48
2024-08-01,2,5000,145089.37
2024-08-01,2,5100,6542.98
2024-08-01,2,5200,1994.73
2024-08-01,2,6000,49163.42
2024-08-01,2,6010,10815.95
2024-08-01,2,6100,23362.62
2024-08-01,2,6110,1779.62
2024-08-01,2,6120,1046.52
2024-08-01,2,6200,9106.55
2024-08-01,2,6210,2673.68
2024-08-01,2,6300,5301.01
2024-08-01,2,6310,1711.65
2024-08-01,2,6400,1900.0
2024-08-01,2,6410,1450.0
2024-08-01,2,6420,1069.95
2024-08-01,2,6430,497.66
2024-08-01,2,7000,5200.0
2024-09-01,2,4000,190665.18
2024-09-01,2,4100,48713.58
2024-09-01,2,4200,17901.3
2024-09-01,2,5000,124122.7
2024-09-01,2,5100,5669.79
2024-09-01,2,5200,1891.0
2024-09-01,2,6000,47031.24
2024-09-01,2,6010,10346.87
2024-09-01,2,6100,23362.62
2024-09-01,2,6110,1243.91
2024-09-01,2,6120,2910.55
2024-09-01,2,6200,7742.04
2024-09-01,2,6210,8894.04
2024-09-01,2,6300,4548.2
2024-09-01,2,6310,1565.52
2024-09-01,2,6400,1900.0
2024-09-01,2,6410,1450.0
2024-09-01,2,6420,779.72
2024-09-01,2,6430,634.94
2024-09-01,2,7000,5200.0
2024-10-01,2,4000,179087.18
2024-10-01,2,4100,45755.48
2024-10-01,2,4200,17980.37
2024-10-01,2,5000,117478.77
2024-10-01,2,5100,5346.86
2024-10-01,2,5200,1695.31
2024-10-01,2,6000,46829.15
2024-10-01,2,6010,10302.41
2024-10-01,2,6100,23362.62
2024-10-01,2,6110,1221.07
2024-10-01,2,6120,1756.46
2024-10-01,2,6200,7293.88
2024-10-01,2,6210,2408.31
2024-10-01,2,6300,4272.01
2024-10-01,2,6310,1248.27
2024-10-01,2,6400,1900.0
2024-10-01,2,6410,1450.0
2024-10-01,2,6420,837.18
2024-10-01,2,6430,580.4
2024-10-01,2,7000,5200.0
2024-11-01,2,4000,204560.36
2024-11-01,2,4100,52263.69
2024-11-01,2,4200,19606.96
2024-11-01,2,5000,134814.97
2024-11-01,2,5100,5892.8
2024-11-01,2,5200,1937.45
2024-11-01,2,6000,47026.86
2024-11-01,2,6010,10345.91
2024-11-01,2,6100,23362.62
2024-11-01,2,6110,1315.29
2024-11-01,2,6120,2970.95
2024-11-01,2,6200,9033.52
2024-11-01,2,6210,2331.42
2024-11-01,2,6300,4879.66
2024-11-01,2,6310,1404.88
2024-11-01,2,6400,1900.0
2024-11-01,2,6410,1450.0
2024-11-01,2,6420,863.86
2024-11-01,2,6430,920.38
2024-11-01,2,7000,5200.0
2024-12-01,2,4000,256592.31
2024-12-01,2,4100,65557.48
2024-12-01,2,4200,22929.68
2024-12-01,2,5000,168246.9
2024-12-01,2,5100,7603.78
