Date,StoreKey,ProductKey,UnitsSold,Revenue,Cost
2024-01-01,1,160,1,289.99,165.52
2024-01-01,1,161,176,5278.24,2801.92
2024-01-01,1,162,6,389.94,186.3
2024-01-01,1,163,1,559.99,316.12
2024-01-01,1,164,1,234.99,110.56
2024-01-01,1,165,29,10874.71,6289.23
2024-01-01,1,166,1,409.99,214.06
2024-01-01,1,167,3,524.97,296.97
2024-01-01,1,168,28,5039.72,2664.2
2024-01-01,1,169,1,314.99,152.03
2024-01-01,1,170,2,159.98,80.8
2024-01-01,1,171,8,199.92,110.0
2024-01-01,1,172,53,6359.47,3227.17
2024-01-01,1,173,1,349.99,162.59
2024-01-01,1,174,1,504.99,265.49
2024-01-01,1,175,57,5699.43,2793.0
2024-01-01,1,176,1,439.99,200.28
2024-01-01,1,177,2,629.98,338.12
2024-01-01,1,178,1,259.99,146.56
2024-01-01,1,179,6,509.94,291.12
2024-01-01,1,180,1,439.99,244.37
2024-01-01,1,181,9,269.91,147.33
2024-01-01,1,182,1,419.99,232.8
2024-01-01,1,183,1,369.99,179.33
2024-01-01,1,184,5,324.95,183.05
2024-01-01,1,185,2,229.98,127.9
2024-01-01,1,186,123,18448.77,10209.0
2024-01-01,1,187,285,8547.15,4061.25
2024-01-01,1,188,1,389.99,224.52
2024-01-01,1,189,1,294.99,148.07
2024-01-01,1,190,2,319.98,145.14
2024-01-01,1,191,3,719.97,414.09
2024-01-01,1,192,4,779.96,395.04
2024-01-01,1,193,1,414.99,239.84
2024-01-01,1,194,1,729.99,346.53
2024-01-01,1,195,2,829.98,429.58
2024-01-01,1,196,1,584.99,334.75
2024-01-01,1,197,1,254.99,129.04
2024-01-01,1,198,16,8719.84,4676.0
2024-01-01,1,199,1,729.99,376.62
2024-01-01,1,200,2,679.98,367.62
2024-01-01,1,201,3,749.97,402.3
2024-01-01,1,202,1,629.99,297.75
2024-01-01,1,203,1,394.99,220.56
2024-01-01,1,204,124,32858.76,18142.44
2024-01-01,1,205,2,679.98,345.04
2024-01-01,1,206,85,5524.15,3055.75
2024-01-01,1,207,237,7107.63,3277.71
2024-01-01,1,208,6,479.94,236.88
2024-01-01,1,209,8,279.92,137.28
2024-01-01,1,210,704,17592.96,8025.6
2024-01-01,1,211,4,419.96,192.96
2024-01-01,1,212,5,374.95,203.75
2024-01-01,1,213,5,274.95,129.0
2024-01-01,1,214,3,329.97,185.4
2024-01-01,1,215,4,379.96,181.8
2024-01-01,1,216,19,284.81,137.37
2024-01-01,1,217,7,419.93,232.75
2024-01-01,1,218,2,239.98,126.56
2024-01-01,1,219,2,149.98,81.52
2024-01-01,1,220,6,359.94,169.44
2024-02-01,1,101,80,11199.2,6065.6
2024-02-01,1,102,25,4499.75,2601.25
2024-02-01,1,103,15,2924.85,1460.7
2024-02-01,1,104,67,4354.33,2160.75
2024-02-01,1,105,14,2309.86,1244.74
2024-02-01,1,106,18,2429.82,1170.72
2024-02-01,1,107,39,3314.61,1890.33
2024-02-01,1,108,15,2399.85,1342.95
2024-02-01,1,109,21,1574.79,715.26
2024-02-01,1,110,52,4419.48,2110.16
2024-02-01,1,111,75,5624.25,2895.75
2024-02-01,1,112,33,1979.67,926.64
2024-02-01,1,113,7,1224.93,619.43
2024-02-01,1,114,18,1799.82,1043.28
2024-02-01,1,115,22,1099.78,501.6
2024-02-01,1,116,89,13349.11,7381.66
2024-02-01,1,117,12,1259.88,664.56
2024-02-01,1,118,7,1504.93,845.6
2024-02-01,1,119,5,799.95,415.8
2024-02-01,1,120,19,1044.81,529.15
2024-02-01,1,121,4,839.96,473.64
2024-02-01,1,122,7,909.93,422.03
2024-02-01,1,123,4,759.96,392.12
2024-02-01,1,124,10,1049.9,494.5
2024-02-01,1,125,5,624.95,290.3
2024-02-01,1,126,11,879.89,423.5
2024-02-01,1,127,19,949.81,487.35
2024-02-01,1,128,220,18697.8,10533.6
2024-02-01,1,129,4,819.96,449.48
2024-02-01,1,130,9,989.91,531.9
2024-02-01,1,131,3,884.97,450.18
2024-02-01,1,132,5,524.95,237.65
2024-02-01,1,133,32,7199.68,3246.72
2024-02-01,1,134,4,579.96,329.24
2024-02-01,1,135,4,419.96,201.96
2024-02-01,1,136,5,699.95,327.0
2024-02-01,1,137,43,9674.57,4659.05
2024-02-01,1,138,106,14308.94,6619.7
2024-02-01,1,139,41,7584.59,3873.68
2024-02-01,1,140,29,7104.71,4106.11
2024-02-01,1,141,4,739.96,365.64
2024-02-01,1,142,4,579.96,275.32
2024-02-01,1,143,4,739.96,359.76
2024-02-01,1,144,34,6459.66,3630.18
2024-02-01,1,145,8,799.92,463.84
2024-02-01,1,146,22,6929.78,3952.96
2024-02-01,1,147,5,649.95,333.5
2024-02-01,1,148,3,899.97,424.26
2024-02-01,1,149,5,749.95,413.9
2024-02-01,1,150,2,369.98,212.54
2024-02-01,1,151,2,229.98,112.36
2024-02-01,1,152,1,454.99,208.13
2024-02-01,1,153,1,314.99,176.66
2024-02-01,1,154,1,574.99,264.73
2024-02-01,1,155,1,364.99,196.28
2024-02-01,1,156,3,284.97,161.22
2024-02-01,1,157,1,379.99,191.7
2024-02-01,1,158,1,559.99,266.87
2024-02-01,1,159,106,16958.94,8504.38
2024-02-01,1,160,1,289.99,165.52
2024-02-01,1,161,151,4528.49,2403.92
2024-02-01,1,162,5,324.95,155.25
2024-02-01,1,163,1,559.99,316.12
2024-02-01,1,164,1,234.99,110.56
2024-02-01,1,165,40,14999.6,8674.8
2024-02-01,1,166,1,409.99,214.06
2024-02-01,1,167,2,349.98,197.98
2024-02-01,1,168,34,6119.66,3235.1
2024-02-01,1,169,1,314.99,152.03
2024-02-01,1,170,2,159.98,80.8
2024-02-01,1,171,11,274.89,151.25
2024-02-01,1,172,49,5879.51,2983.61
2024-02-01,1,173,1,349.99,162.59
2024-02-01,1,174,1,504.99,265.49
2024-02-01,1,175,68,6799.32,3332.0
2024-02-01,1,176,1,439.99,200.28
2024-02-01,1,177,1,314.99,169.06
2024-02-01,1,178,1,259.99,146.56
2024-02-01,1,179,5,424.95,242.6
2024-02-01,1,180,1,439.99,244.37
2024-02-01,1,181,8,239.92,130.96
2024-02-01,1,182,1,419.99,232.8
2024-02-01,1,183,1,369.99,179.33
2024-02-01,1,184,5,324.95,183.05
2024-02-01,1,185,2,229.98,127.9
2024-02-01,1,186,136,20398.64,11288.0
2024-02-01,1,187,238,7137.62,3391.5
2024-02-01,1,188,1,389.99,224.52
2024-02-01,1,189,1,294.99,148.07
2024-02-01,1,190,2,319.98,145.14
2024-02-01,1,191,3,719.97,414.09
2024-02-01,1,192,3,584.97,296.28
2024-02-01,1,193,1,414.99,239.84
2024-02-01,1,194,1,729.99,346.53
2024-02-01,1,195,2,829.98,429.58
2024-02-01,1,196,1,584.99,334.75
2024-02-01,1,197,2,509.98,258.08
2024-02-01,1,198,18,9809.82,5260.5
2024-02-01,1,199,1,729.99,376.62
2024-02-01,1,200,1,339.99,183.81
2024-02-01,1,201,3,749.97,402.3
2024-02-01,1,202,1,629.99,297.75
2024-02-01,1,203,2,789.98,441.12
2024-02-01,1,204,104,27558.96,15216.24
2024-02-01,1,205,2,679.98,345.04
2024-02-01,1,206,105,6823.95,3774.75
2024-02-01,1,207,281,8427.19,3886.23
2024-02-01,1,208,6,479.94,236.88
2024-02-01,1,209,6,209.94,102.96
2024-02-01,1,210,692,17293.08,7888.8
2024-02-01,1,211,4,419.96,192.96
2024-02-01,1,212,5,374.95,203.75
2024-02-01,1,213,7,384.93,180.6
2024-02-01,1,214,3,329.97,185.4
2024-02-01,1,215,4,379.96,181.8
2024-02-01,1,216,16,239.84,115.68
2024-02-01,1,217,7,419.93,232.75
2024-02-01,1,218,3,359.97,189.84
2024-02-01,1,219,3,224.97,122.28
2024-02-01,1,220,5,299.95,141.2
2024-03-01,1,101,117,16378.83,8870.94
2024-03-01,1,102,24,4319.76,2497.2
2024-03-01,1,103,17,3314.83,1655.46
2024-03-01,1,104,66,4289.34,2128.5
2024-03-01,1,105,16,2639.84,1422.56
2024-03-01,1,106,25,3374.75,1626.0
2024-03-01,1,107,41,3484.59,1987.27
2024-03-01,1,108,14,2239.86,1253.42
2024-03-01,1,109,17,1274.83,579.02
2024-03-01,1,110,71,6034.29,2881.18
2024-03-01,1,111,131,9823.69,5057.91
2024-03-01,1,112,32,1919.68,898.56
2024-03-01,1,113,8,1399.92,707.92
2024-03-01,1,114,23,2299.77,1333.08
2024-03-01,1,115,16,799.84,364.8
2024-03-01,1,116,138,20698.62,11445.72
2024-03-01,1,117,12,1259.88,664.56
2024-03-01,1,118,7,1504.93,845.6
2024-03-01,1,119,4,639.96,332.64
2024-03-01,1,120,27,1484.73,751.95
2024-03-01,1,121,4,839.96,473.64
2024-03-01,1,122,10,1299.9,602.9
2024-03-01,1,123,3,569.97,294.09
2024-03-01,1,124,8,839.92,395.6
2024-03-01,1,125,8,999.92,464.48
2024-03-01,1,126,12,959.88,462.0
2024-03-01,1,127,21,1049.79,538.65
2024-03-01,1,128,245,20822.55,11730.6
2024-03-01,1,129,4,819.96,449.48
2024-03-01,1,130,10,1099.9,591.0
2024-03-01,1,131,3,884.97,450.18
2024-03-01,1,132,6,629.94,285.18
2024-03-01,1,133,33,7424.67,3348.18
2024-03-01,1,134,5,724.95,411.55
2024-03-01,1,135,6,629.94,302.94
2024-03-01,1,136,7,979.93,457.8
2024-03-01,1,137,36,8099.64,3900.6
2024-03-01,1,138,120,16198.8,7494.0
2024-03-01,1,139,47,8694.53,4440.56
2024-03-01,1,140,39,9554.61,5522.01
2024-03-01,1,141,6,1109.94,548.46
2024-03-01,1,142,5,724.95,344.15
2024-03-01,1,143,4,739.96,359.76
2024-03-01,1,144,47,8929.53,5018.19
2024-03-01,1,145,8,799.92,463.84
2024-03-01,1,146,31,9764.69,5570.08
2024-03-01,1,147,6,779.94,400.2
2024-03-01,1,148,2,599.98,282.84
2024-03-01,1,149,7,1049.93,579.46
2024-03-01,1,150,3,554.97,318.81
2024-03-01,1,151,4,459.96,224.72
2024-03-01,1,152,1,454.99,208.13
2024-03-01,1,153,2,629.98,353.32
2024-03-01,1,154,1,574.99,264.73
2024-03-01,1,155,1,364.99,196.28
2024-03-01,1,156,5,474.95,268.7
2024-03-01,1,157,2,759.98,383.4
2024-03-01,1,158,1,559.99,266.87
2024-03-01,1,159,95,15199.05,7621.85
2024-03-01,1,160,1,289.99,165.52
2024-03-01,1,161,224,6717.76,3566.08
2024-03-01,1,162,10,649.9,310.5
2024-03-01,1,163,1,559.99,316.12
2024-03-01,1,164,2,469.98,221.12
2024-03-01,1,165,55,20624.45,11927.85
2024-03-01,1,166,1,409.99,214.06
2024-03-01,1,167,4,699.96,395.96
2024-03-01,1,168,45,8099.55,4281.75
2024-03-01,1,169,1,314.99,152.03
2024-03-01,1,170,4,319.96,161.6
2024-03-01,1,171,17,424.83,233.75
2024-03-01,1,172,88,10559.12,5358.32
2024-03-01,1,173,2,699.98,325.18
2024-03-01,1,174,1,504.99,265.49
2024-03-01,1,175,89,8899.11,4361.0
2024-03-01,1,176,1,439.99,200.28
2024-03-01,1,177,2,629.98,338.12
2024-03-01,1,178,1,259.99,146.56
2024-03-01,1,179,7,594.93,339.64
2024-03-01,1,180,1,439.99,244.37
2024-03-01,1,181,9,269.91,147.33
2024-03-01,1,182,1,419.99,232.8
2024-03-01,1,183,1,369.99,179.33
2024-03-01,1,184,6,389.94,219.66
2024-03-01,1,185,3,344.97,191.85
2024-03-01,1,186,169,25348.31,14027.0
2024-03-01,1,187,304,9116.96,4332.0
2024-03-01,1,188,2,779.98,449.04
2024-03-01,1,189,2,589.98,296.14
2024-03-01,1,190,2,319.98,145.14
2024-03-01,1,191,2,479.98,276.06
2024-03-01,1,192,2,389.98,197.52
2024-03-01,1,193,1,414.99,239.84
2024-03-01,1,194,1,729.99,346.53
2024-03-01,1,195,1,414.99,214.79
2024-03-01,1,196,1,584.99,334.75
2024-03-01,1,197,2,509.98,258.08
2024-03-01,1,198,13,7084.87,3799.25
2024-03-01,1,199,1,729.99,376.62
2024-03-01,1,200,2,679.98,367.62
2024-03-01,1,201,3,749.97,402.3
2024-03-01,1,202,1,629.99,297.75
2024-03-01,1,203,1,394.99,220.56
2024-03-01,1,204,101,26763.99,14777.31
2024-03-01,1,205,1,339.99,172.52
2024-03-01,1,206,117,7603.83,4206.15
2024-03-01,1,207,193,5788.07,2669.19
2024-03-01,1,208,6,479.94,236.88
2024-03-01,1,209,8,279.92,137.28
2024-03-01,1,210,848,21191.52,9667.2
2024-03-01,1,211,5,524.95,241.2
2024-03-01,1,212,5,374.95,203.75
2024-03-01,1,213,7,384.93,180.6
2024-03-01,1,214,4,439.96,247.2
2024-03-01,1,215,3,284.97,136.35
2024-03-01,1,216,16,239.84,115.68
2024-03-01,1,217,6,359.94,199.5
2024-03-01,1,218,4,479.96,253.12
2024-03-01,1,219,3,224.97,122.28
2024-03-01,1,220,9,539.91,254.16
2024-04-01,1,101,92,12879.08,6975.44
2024-04-01,1,102,35,6299.65,3641.75
2024-04-01,1,103,26,5069.74,2531.88
2024-04-01,1,104,78,5069.22,2515.5
2024-04-01,1,105,18,2969.82,1600.38
2024-04-01,1,106,21,2834.79,1365.84
2024-04-01,1,107,46,3909.54,2229.62
2024-04-01,1,108,13,2079.87,1163.89
2024-04-01,1,109,23,1724.77,783.38
2024-04-01,1,110,60,5099.4,2434.8
2024-04-01,1,111,124,9298.76,4787.64
2024-04-01,1,112,36,2159.64,1010.88
2024-04-01,1,113,10,1749.9,884.9
2024-04-01,1,114,17,1699.83,985.32
2024-04-01,1,115,22,1099.78,501.6
2024-04-01,1,116,132,19798.68,10948.08
2024-04-01,1,117,19,1994.81,1052.22
2024-04-01,1,118,10,2149.9,1208.0
2024-04-01,1,119,5,799.95,415.8
2024-04-01,1,120,33,1814.67,919.05
2024-04-01,1,121,5,1049.95,592.05
2024-04-01,1,122,13,1689.87,783.77
2024-04-01,1,123,4,759.96,392.12
2024-04-01,1,124,10,1049.9,494.5
2024-04-01,1,125,6,749.94,348.36
2024-04-01,1,126,10,799.9,385.0
2024-04-01,1,127,32,1599.68,820.8
2024-04-01,1,128,225,19122.75,10773.0
2024-04-01,1,129,5,1024.95,561.85
2024-04-01,1,130,12,1319.88,709.2
2024-04-01,1,131,5,1474.95,750.3
2024-04-01,1,132,6,629.94,285.18
2024-04-01,1,133,62,13949.38,6290.52
2024-04-01,1,134,4,579.96,329.24
2024-04-01,1,135,5,524.95,252.45
2024-04-01,1,136,8,1119.92,523.2
2024-04-01,1,137,42,9449.58,4550.7
2024-04-01,1,138,174,23488.26,10866.3
2024-04-01,1,139,54,9989.46,5101.92
2024-04-01,1,140,40,9799.6,5663.6
2024-04-01,1,141,9,1664.91,822.69
2024-04-01,1,142,5,724.95,344.15
2024-04-01,1,143,5,924.95,449.7
2024-04-01,1,144,60,11399.4,6406.2
2024-04-01,1,145,9,899.91,521.82
2024-04-01,1,146,48,15119.52,8624.64
2024-04-01,1,147,6,779.94,400.2
2024-04-01,1,148,3,899.97,424.26
2024-04-01,1,149,7,1049.93,579.46
2024-04-01,1,150,3,554.97,318.81
2024-04-01,1,151,5,574.95,280.9
2024-04-01,1,152,1,454.99,208.13
2024-04-01,1,153,1,314.99,176.66
2024-04-01,1,154,2,1149.98,529.46
2024-04-01,1,155,2,729.98,392.56
2024-04-01,1,156,6,569.94,322.44
2024-04-01,1,157,2,759.98,383.4
2024-04-01,1,158,1,559.99,266.87
2024-04-01,1,159,190,30398.1,15243.7
2024-04-01,1,160,2,579.98,331.04
2024-04-01,1,161,348,10436.52,5540.16
2024-04-01,1,162,12,779.88,372.6
2024-04-01,1,163,2,1119.98,632.24
2024-04-01,1,164,2,469.98,221.12
2024-04-01,1,165,58,21749.42,12578.46
2024-04-01,1,166,2,819.98,428.12
2024-04-01,1,167,6,1049.94,593.94
2024-04-01,1,168,45,8099.55,4281.75
2024-04-01,1,169,2,629.98,304.06
2024-04-01,1,170,6,479.94,242.4
2024-04-01,1,171,22,549.78,302.5
2024-04-01,1,172,101,12118.99,6149.89
2024-04-01,1,173,3,1049.97,487.77
2024-04-01,1,174,1,504.99,265.49
2024-04-01,1,175,114,11398.86,5586.0
2024-04-01,1,176,1,439.99,200.28
2024-04-01,1,177,2,629.98,338.12
2024-04-01,1,178,2,519.98,293.12
2024-04-01,1,179,10,849.9,485.2
2024-04-01,1,180,1,439.99,244.37
2024-04-01,1,181,10,299.9,163.7
2024-04-01,1,182,2,839.98,465.6
2024-04-01,1,183,2,739.98,358.66
2024-04-01,1,184,8,519.92,292.88
2024-04-01,1,185,4,459.96,255.8
2024-04-01,1,186,174,26098.26,14442.0
2024-04-01,1,187,340,10196.6,4845.0
2024-04-01,1,188,2,779.98,449.04
2024-04-01,1,189,2,589.98,296.14
2024-04-01,1,190,3,479.97,217.71
2024-04-01,1,191,1,239.99,138.03
2024-04-01,1,192,1,194.99,98.76
2024-04-01,1,193,1,414.99,239.84
2024-04-01,1,195,1,414.99,214.79
2024-04-01,1,196,1,584.99,334.75
2024-04-01,1,197,1,254.99,129.04
2024-04-01,1,198,9,4904.91,2630.25
2024-04-01,1,199,1,729.99,376.62
2024-04-01,1,200,1,339.99,183.81
2024-04-01,1,201,1,249.99,134.1
2024-04-01,1,202,1,629.99,297.75
2024-04-01,1,203,1,394.99,220.56
2024-04-01,1,204,46,12189.54,6730.26
2024-04-01,1,205,1,339.99,172.52
2024-04-01,1,206,125,8123.75,4493.75
2024-04-01,1,207,271,8127.29,3747.93
2024-04-01,1,208,6,479.94,236.88
2024-04-01,1,209,12,419.88,205.92
2024-04-01,1,210,692,17293.08,7888.8
2024-04-01,1,211,6,629.94,289.44
2024-04-01,1,212,4,299.96,163.0
2024-04-01,1,213,6,329.94,154.8
2024-04-01,1,214,4,439.96,247.2
2024-04-01,1,215,6,569.94,272.7
2024-04-01,1,216,22,329.78,159.06
2024-04-01,1,217,9,539.91,299.25
2024-04-01,1,218,4,479.96,253.12
2024-04-01,1,219,3,224.97,122.28
2024-04-01,1,220,7,419.93,197.68
2024-05-01,1,101,92,12879.08,6975.44
2024-05-01,1,102,43,7739.57,4474.15
2024-05-01,1,103,23,4484.77,2239.74
2024-05-01,1,104,80,5199.2,2580.0
2024-05-01,1,105,16,2639.84,1422.56
2024-05-01,1,106,26,3509.74,1691.04
2024-05-01,1,107,49,4164.51,2375.03
2024-05-01,1,108,20,3199.8,1790.6
2024-05-01,1,109,29,2174.71,987.74
2024-05-01,1,110,81,6884.19,3286.98
2024-05-01,1,111,136,10198.64,5250.96
2024-05-01,1,112,29,1739.71,814.32
2024-05-01,1,113,11,1924.89,973.39
2024-05-01,1,114,26,2599.74,1506.96
2024-05-01,1,115,21,1049.79,478.8
2024-05-01,1,116,116,17398.84,9621.04
2024-05-01,1,117,17,1784.83,941.46
2024-05-01,1,118,7,1504.93,845.6
2024-05-01,1,119,6,959.94,498.96
2024-05-01,1,120,23,1264.77,640.55
2024-05-01,1,121,6,1259.94,710.46
2024-05-01,1,122,11,1429.89,663.19
2024-05-01,1,123,4,759.96,392.12
2024-05-01,1,124,9,944.91,445.05
2024-05-01,1,125,8,999.92,464.48
2024-05-01,1,126,10,799.9,385.0
2024-05-01,1,127,31,1549.69,795.15
2024-05-01,1,128,201,17082.99,9623.88
2024-05-01,1,129,5,1024.95,561.85
2024-05-01,1,130,11,1209.89,650.1
2024-05-01,1,131,5,1474.95,750.3
2024-05-01,1,132,10,1049.9,475.3
2024-05-01,1,133,63,14174.37,6391.98
2024-05-01,1,134,5,724.95,411.55
2024-05-01,1,135,5,524.95,252.45
2024-05-01,1,136,6,839.94,392.4
2024-05-01,1,137,45,10124.55,4875.75
2024-05-01,1,138,166,22408.34,10366.7
2024-05-01,1,139,69,12764.31,6519.12
2024-05-01,1,140,42,10289.58,5946.78
2024-05-01,1,141,8,1479.92,731.28
2024-05-01,1,142,6,869.94,412.98
2024-05-01,1,143,6,1109.94,539.64
2024-05-01,1,144,45,8549.55,4804.65
2024-05-01,1,145,13,1299.87,753.74
2024-05-01,1,146,33,10394.67,5929.44
2024-05-01,1,147,8,1039.92,533.6
2024-05-01,1,148,3,899.97,424.26
2024-05-01,1,149,9,1349.91,745.02
2024-05-01,1,150,4,739.96,425.08
2024-05-01,1,151,6,689.94,337.08
2024-05-01,1,152,1,454.99,208.13
2024-05-01,1,153,2,629.98,353.32
2024-05-01,1,154,2,1149.98,529.46
2024-05-01,1,155,2,729.98,392.56
2024-05-01,1,156,7,664.93,376.18
2024-05-01,1,157,2,759.98,383.4
2024-05-01,1,158,2,1119.98,533.74
2024-05-01,1,159,186,29758.14,14922.78
2024-05-01,1,160,2,579.98,331.04
2024-05-01,1,161,292,8757.08,4648.64
2024-05-01,1,162,17,1104.83,527.85
2024-05-01,1,163,2,1119.98,632.24
2024-05-01,1,164,2,469.98,221.12
2024-05-01,1,165,99,37124.01,21470.13
2024-05-01,1,166,3,1229.97,642.18
2024-05-01,1,167,8,1399.92,791.92
2024-05-01,1,168,84,15119.16,7992.6
2024-05-01,1,169,1,314.99,152.03
2024-05-01,1,170,7,559.93,282.8
2024-05-01,1,171,21,524.79,288.75
2024-05-01,1,172,98,11759.02,5967.22
2024-05-01,1,173,3,1049.97,487.77
2024-05-01,1,174,2,1009.98,530.98
2024-05-01,1,175,149,14898.51,7301.0
2024-05-01,1,176,1,439.99,200.28
2024-05-01,1,177,3,944.97,507.18
2024-05-01,1,178,2,519.98,293.12
2024-05-01,1,179,7,594.93,339.64
2024-05-01,1,180,1,439.99,244.37
2024-05-01,1,181,13,389.87,212.81
2024-05-01,1,182,2,839.98,465.6
2024-05-01,1,183,2,739.98,358.66
2024-05-01,1,184,11,714.89,402.71
2024-05-01,1,185,4,459.96,255.8
2024-05-01,1,186,144,21598.56,11952.0
2024-05-01,1,187,465,13945.35,6626.25
2024-05-01,1,188,2,779.98,449.04
2024-05-01,1,189,2,589.98,296.14
2024-05-01,1,190,3,479.97,217.71
2024-05-01,1,191,1,239.99,138.03
2024-05-01,1,192,1,194.99,98.76
2024-05-01,1,198,6,3269.94,1753.5
2024-05-01,1,200,1,339.99,183.81
2024-05-01,1,201,1,249.99,134.1
2024-05-01,1,204,29,7684.71,4242.99
2024-05-01,1,206,100,6499.0,3595.0
2024-05-01,1,207,309,9266.91,4273.47
2024-05-01,1,208,8,639.92,315.84
2024-05-01,1,209,11,384.89,188.76
2024-05-01,1,210,754,18842.46,8595.6
2024-05-01,1,211,6,629.94,289.44
2024-05-01,1,212,6,449.94,244.5
2024-05-01,1,213,8,439.92,206.4
2024-05-01,1,214,4,439.96,247.2
2024-05-01,1,215,5,474.95,227.25
2024-05-01,1,216,26,389.74,187.98
2024-05-01,1,217,9,539.91,299.25
2024-05-01,1,218,4,479.96,253.12
2024-05-01,1,219,4,299.96,163.04
2024-05-01,1,220,10,599.9,282.4
2024-06-01,1,101,99,13859.01,7506.18
2024-06-01,1,102,48,8639.52,4994.4
2024-06-01,1,103,32,6239.68,3116.16
2024-06-01,1,104,83,5394.17,2676.75
2024-06-01,1,105,17,2804.83,1511.47
2024-06-01,1,106,24,3239.76,1560.96
2024-06-01,1,107,47,3994.53,2278.09
2024-06-01,1,108,20,3199.8,1790.6
2024-06-01,1,109,33,2474.67,1123.98
2024-06-01,1,110,82,6969.18,3327.56
2024-06-01,1,111,162,12148.38,6254.82
2024-06-01,1,112,45,2699.55,1263.6
2024-06-01,1,113,9,1574.91,796.41
2024-06-01,1,114,24,2399.76,1391.04
2024-06-01,1,115,21,1049.79,478.8
2024-06-01,1,116,119,17848.81,9869.86
2024-06-01,1,117,14,1469.86,775.32
2024-06-01,1,118,11,2364.89,1328.8
2024-06-01,1,119,6,959.94,498.96
2024-06-01,1,120,38,2089.62,1058.3
2024-06-01,1,121,5,1049.95,592.05
2024-06-01,1,122,10,1299.9,602.9
2024-06-01,1,123,4,759.96,392.12
2024-06-01,1,124,12,1259.88,593.4
2024-06-01,1,125,8,999.92,464.48
2024-06-01,1,126,14,1119.86,539.0
2024-06-01,1,127,26,1299.74,666.9
2024-06-01,1,128,242,20567.58,11586.96
2024-06-01,1,129,5,1024.95,561.85
2024-06-01,1,130,13,1429.87,768.3
2024-06-01,1,131,5,1474.95,750.3
2024-06-01,1,132,10,1049.9,475.3
2024-06-01,1,133,69,15524.31,7000.74
2024-06-01,1,134,6,869.94,493.86
2024-06-01,1,135,5,524.95,252.45
2024-06-01,1,136,7,979.93,457.8
2024-06-01,1,137,66,14849.34,7151.1
2024-06-01,1,138,154,20788.46,9617.3
2024-06-01,1,139,78,14429.22,7369.44
2024-06-01,1,140,57,13964.43,8070.63
2024-06-01,1,141,10,1849.9,914.1
2024-06-01,1,142,8,1159.92,550.64
2024-06-01,1,143,6,1109.94,539.64
2024-06-01,1,144,59,11209.41,6299.43
2024-06-01,1,145,10,999.9,579.8
2024-06-01,1,146,42,13229.58,7546.56
2024-06-01,1,147,11,1429.89,733.7
2024-06-01,1,148,4,1199.96,565.68
2024-06-01,1,149,8,1199.92,662.24
2024-06-01,1,150,4,739.96,425.08
2024-06-01,1,151,7,804.93,393.26
2024-06-01,1,152,2,909.98,416.26
