Date,StoreKey,AccountKey,Amount
2024-06-01,1,4100,130250
2024-06-01,1,4200,37800
2024-06-01,1,5000,264750
2024-06-01,1,5100,11600
2024-06-01,1,5200,3550
2024-06-01,1,6000,79750
2024-06-01,1,6010,17550
2024-06-01,1,6100,39450
2024-06-01,1,6110,2300
2024-06-01,1,6120,1800
2024-06-01,1,6200,17150
2024-06-01,1,6210,12750
2024-06-01,1,6300,9600
2024-06-01,1,6310,3050
2024-06-01,1,6400,2800
2024-06-01,1,6410,1450
2024-06-01,1,6420,900
2024-06-01,1,6430,700
2024-06-01,1,7000,9500
2024-07-01,1,4000,386100
2024-07-01,1,4100,134450
2024-07-01,1,4200,39050
2024-07-01,1,5000,273300
2024-07-01,1,5100,11950
2024-07-01,1,5200,3650
2024-07-01,1,6000,80650
2024-07-01,1,6010,17750
2024-07-01,1,6100,39450
2024-07-01,1,6110,2900
2024-07-01,1,6120,1800
2024-07-01,1,6200,17700
2024-07-01,1,6210,3750
2024-07-01,1,6300,9900
2024-07-01,1,6310,3100
2024-07-01,1,6400,2800
2024-07-01,1,6410,1450
2024-07-01,1,6420,900
2024-07-01,1,6430,700
2024-07-01,1,7000,9500
2024-08-01,1,4000,355950
2024-08-01,1,4100,123950
2024-08-01,1,4200,36000
2024-08-01,1,5000,251950
2024-08-01,1,5100,11050
2024-08-01,1,5200,3350
2024-08-01,1,6000,78400
2024-08-01,1,6010,17250
2024-08-01,1,6100,39450
2024-08-01,1,6110,2900
2024-08-01,1,6120,1800
2024-08-01,1,6200,16300
2024-08-01,1,6210,3750
2024-08-01,1,6300,9100
2024-08-01,1,6310,2900
2024-08-01,1,6400,2800
2024-08-01,1,6410,1450
2024-08-01,1,6420,900
2024-08-01,1,6430,700
2024-08-01,1,7000,9500
2024-09-01,1,4000,307650
2024-09-01,1,4100,107150
2024-09-01,1,4200,31100
2024-09-01,1,5000,217800
2024-09-01,1,5100,9550
2024-09-01,1,5200,2900
2024-09-01,1,6000,74800
2024-09-01,1,6010,16450
2024-09-01,1,6100,39450
2024-09-01,1,6110,2300
2024-09-01,1,6120,1800
2024-09-01,1,6200,14100
2024-09-01,1,6210,12750
2024-09-01,1,6300,7900
2024-09-01,1,6310,2500
2024-09-01,1,6400,2800
2024-09-01,1,6410,1450
2024-09-01,1,6420,900
2024-09-01,1,6430,700
2024-09-01,1,7000,9500
2024-10-01,1,4000,283550
2024-10-01,1,4100,98750
2024-10-01,1,4200,28650
2024-10-01,1,5000,200700
2024-10-01,1,5100,8800
2024-10-01,1,5200,2700
2024-10-01,1,6000,73050
2024-10-01,1,6010,16050
2024-10-01,1,6100,39450
2024-10-01,1,6110,2300
2024-10-01,1,6120,1800
2024-10-01,1,6200,13000
2024-10-01,1,6210,3750
2024-10-01,1,6300,7250
2024-10-01,1,6310,2300
2024-10-01,1,6400,2800
2024-10-01,1,6410,1450
2024-10-01,1,6420,900
2024-10-01,1,6430,700
2024-10-01,1,7000,9500
2024-11-01,1,4000,325750
2024-11-01,1,4100,113450
2024-11-01,1,4200,32950
2024-11-01,1,5000,230600
2024-11-01,1,5100,10100
2024-11-01,1,5200,3050
2024-11-01,1,6000,76150
2024-11-01,1,6010,16750
2024-11-01,1,6100,39450
2024-11-01,1,6110,2300
2024-11-01,1,6120,1800
2024-11-01,1,6200,14950
2024-11-01,1,6210,3750
2024-11-01,1,6300,8350
2024-11-01,1,6310,2650
2024-11-01,1,6400,2800
2024-11-01,1,6410,1450
2024-11-01,1,6420,900
2024-11-01,1,6430,700
2024-11-01,1,7000,9500
2024-12-01,1,4000,422300
2024-12-01,1,4100,147050
2024-12-01,1,4200,42700
2024-12-01,1,5000,298900
2024-12-01,1,5100,13100
2024-12-01,1,5200,4000
2024-12-01,1,6000,83300
2024-12-01,1,6010,18350
2024-12-01,1,6100,39450
2024-12-01,1,6110,3000
2024-12-01,1,6120,1800
2024-12-01,1,6200,19350
2024-12-01,1,6210,12750
2024-12-01,1,6300,10800
2024-12-01,1,6310,3400
2024-12-01,1,6400,2800
2024-12-01,1,6410,1450
2024-12-01,1,6420,900
2024-12-01,1,6430,700
2024-12-01,1,7000,9500
2025-01-01,1,4000,264650
2025-01-01,1,4100,92150
2025-01-01,1,4200,26750
2025-01-01,1,5000,187350
2025-01-01,1,5100,8200
2025-01-01,1,5200,2500
2025-01-01,1,6000,71650
2025-01-01,1,6010,15750
2025-01-01,1,6100,39450
2025-01-01,1,6110,3000
2025-01-01,1,6120,1800
2025-01-01,1,6200,12150
2025-01-01,1,6210,3750
2025-01-01,1,6300,6800
2025-01-01,1,6310,2150
2025-01-01,1,6400,2800
2025-01-01,1,6410,1500
2025-01-01,1,6420,2700
2025-01-01,1,6430,700
2025-01-01,1,7000,9500
2025-02-01,1,4000,271100
2025-02-01,1,4100,94400
2025-02-01,1,4200,27400
2025-02-01,1,5000,191900
2025-02-01,1,5100,8400
2025-02-01,1,5200,2550
2025-02-01,1,6000,72100
2025-02-01,1,6010,15850
2025-02-01,1,6100,39450
2025-02-01,1,6110,3000
2025-02-01,1,6120,1800
2025-02-01,1,6200,12450
2025-02-01,1,6210,3750
2025-02-01,1,6300,6950
2025-02-01,1,6310,2200
2025-02-01,1,6400,2800
2025-02-01,1,6410,1500
2025-02-01,1,6420,900
2025-02-01,1,6430,700
2025-02-01,1,7000,9500
2025-03-01,1,4000,309850
2025-03-01,1,4100,107900
2025-03-01,1,4200,31350
2025-03-01,1,5000,219300
2025-03-01,1,5100,9600
2025-03-01,1,5200,2900
2025-03-01,1,6000,75000
2025-03-01,1,6010,16500
2025-03-01,1,6100,39450
2025-03-01,1,6110,2300
2025-03-01,1,6120,1800
2025-03-01,1,6200,14200
2025-03-01,1,6210,12750
2025-03-01,1,6300,7950
2025-03-01,1,6310,2500
2025-03-01,1,6400,2800
2025-03-01,1,6410,1500
2025-03-01,1,6420,900
2025-03-01,1,6430,700
2025-03-01,1,7000,9500
2025-04-01,1,4000,335650
2025-04-01,1,4100,116900
2025-04-01,1,4200,33950
2025-04-01,1,5000,237600
2025-04-01,1,5100,10400
2025-04-01,1,5200,3150
2025-04-01,1,6000,76900
2025-04-01,1,6010,16900
2025-04-01,1,6100,39450
2025-04-01,1,6110,2300
2025-04-01,1,6120,1800
2025-04-01,1,6200,15400
2025-04-01,1,6210,3750
2025-04-01,1,6300,8600
2025-04-01,1,6310,2700
2025-04-01,1,6400,2800
2025-04-01,1,6410,1500
2025-04-01,1,6420,900
2025-04-01,1,6430,700
2025-04-01,1,7000,9500
2025-05-01,1,4000,367950
2025-05-01,1,4100,128150
2025-05-01,1,4200,37200
2025-05-01,1,5000,260450
2025-05-01,1,5100,11400
2025-05-01,1,5200,3450
2025-05-01,1,6000,79300
2025-05-01,1,6010,17450
2025-05-01,1,6100,39450
2025-05-01,1,6110,2300
2025-05-01,1,6120,1800
2025-05-01,1,6200,16850
2025-05-01,1,6210,3750
2025-05-01,1,6300,9450
2025-05-01,1,6310,3000
2025-05-01,1,6400,2800
2025-05-01,1,6410,1500
2025-05-01,1,6420,900
2025-05-01,1,6430,700
2025-05-01,1,7000,9500
2025-06-01,1,4000,400200
2025-06-01,1,4100,139350
2025-06-01,1,4200,40450
2025-06-01,1,5000,283300
2025-06-01,1,5100,12400
2025-06-01,1,5200,3800
2025-06-01,1,6000,81700
2025-06-01,1,6010,17950
2025-06-01,1,6100,39450
2025-06-01,1,6110,2300
2025-06-01,1,6120,1800
2025-06-01,1,6200,18350
2025-06-01,1,6210,12750
2025-06-01,1,6300,10250
2025-06-01,1,6310,3250
2025-06-01,1,6400,2800
2025-06-01,1,6410,1500
2025-06-01,1,6420,900
2025-06-01,1,6430,700
2025-06-01,1,7000,9500
2025-07-01,1,4000,413100
2025-07-01,1,4100,143850
2025-07-01,1,4200,41750
2025-07-01,1,5000,292400
2025-07-01,1,5100,12800
2025-07-01,1,5200,3900
2025-07-01,1,6000,82650
2025-07-01,1,6010,18200
2025-07-01,1,6100,39450
2025-07-01,1,6110,2900
2025-07-01,1,6120,1800
2025-07-01,1,6200,18950
2025-07-01,1,6210,3750
2025-07-01,1,6300,10600
2025-07-01,1,6310,3350
2025-07-01,1,6400,2800
2025-07-01,1,6410,1500
2025-07-01,1,6420,900
2025-07-01,1,6430,700
2025-07-01,1,7000,9500
2025-08-01,1,4000,380850
2025-08-01,1,4100,132650
2025-08-01,1,4200,38500
2025-08-01,1,5000,269550
2025-08-01,1,5100,11800
2025-08-01,1,5200,3600
2025-08-01,1,6000,80250
2025-08-01,1,6010,17650
2025-08-01,1,6100,39450
2025-08-01,1,6110,2900
2025-08-01,1,6120,1800
2025-08-01,1,6200,17450
2025-08-01,1,6210,3750
2025-08-01,1,6300,9750
2025-08-01,1,6310,3100
2025-08-01,1,6400,2800
2025-08-01,1,6410,1500
2025-08-01,1,6420,900
2025-08-01,1,6430,700
2025-08-01,1,7000,9500
2025-09-01,1,4000,329200
2025-09-01,1,4100,114650
2025-09-01,1,4200,33300
2025-09-01,1,5000,233000
2025-09-01,1,5100,10200
2025-09-01,1,5200,3100
2025-09-01,1,6000,76400
2025-09-01,1,6010,16800
2025-09-01,1,6100,39450
2025-09-01,1,6110,2300
2025-09-01,1,6120,1800
2025-09-01,1,6200,15100
2025-09-01,1,6210,12750
2025-09-01,1,6300,8450
2025-09-01,1,6310,2650
2025-09-01,1,6400,2800
2025-09-01,1,6410,1500
2025-09-01,1,6420,900
2025-09-01,1,6430,700
2025-09-01,1,7000,9500
2025-10-01,1,4000,303400
2025-10-01,1,4100,105650
2025-10-01,1,4200,30700
2025-10-01,1,5000,214750
2025-10-01,1,5100,9400
2025-10-01,1,5200,2850
2025-10-01,1,6000,74500
2025-10-01,1,6010,16400
2025-10-01,1,6100,39450
2025-10-01,1,6110,2300
2025-10-01,1,6120,1800
2025-10-01,1,6200,13900
2025-10-01,1,6210,3750
2025-10-01,1,6300,7750
2025-10-01,1,6310,2450
2025-10-01,1,6400,2800
2025-10-01,1,6410,1500
2025-10-01,1,6420,900
2025-10-01,1,6430,700
2025-10-01,1,7000,9500
2025-11-01,1,4000,348550
2025-11-01,1,4100,121400
2025-11-01,1,4200,35250
2025-11-01,1,5000,246750
2025-11-01,1,5100,10800
2025-11-01,1,5200,3300
2025-11-01,1,6000,77850
2025-11-01,1,6010,17150
2025-11-01,1,6100,39450
2025-11-01,1,6110,2300
2025-11-01,1,6120,1800
2025-11-01,1,6200,16000
2025-11-01,1,6210,3750
2025-11-01,1,6300,8950
2025-11-01,1,6310,2800
2025-11-01,1,6400,2800
2025-11-01,1,6410,1500
2025-11-01,1,6420,900
2025-11-01,1,6430,700
2025-11-01,1,7000,9500
2025-12-01,1,4000,451850
2025-12-01,1,4100,157350
2025-12-01,1,4200,45700
2025-12-01,1,5000,319850
2025-12-01,1,5100,14000
2025-12-01,1,5200,4250
2025-12-01,1,6000,85500
2025-12-01,1,6010,18800
2025-12-01,1,6100,39450
2025-12-01,1,6110,3000
2025-12-01,1,6120,1800
2025-12-01,1,6200,20700
2025-12-01,1,6210,12750
2025-12-01,1,6300,11550
2025-12-01,1,6310,3650
2025-12-01,1,6400,2800
2025-12-01,1,6410,1500
2025-12-01,1,6420,900
2025-12-01,1,6430,700
2025-12-01,1,7000,9500
2026-01-01,1,4000,280500
2026-01-01,1,4100,97700
2026-01-01,1,4200,28350
2026-01-01,1,5000,198550
2026-01-01,1,5100,8700
2026-01-01,1,5200,2650
2026-01-01,1,6000,72800
2026-01-01,1,6010,16000
2026-01-01,1,6100,39450
2026-01-01,1,6110,3000
2026-01-01,1,6120,1800
2026-01-01,1,6200,12850
2026-01-01,1,6210,3750
2026-01-01,1,6300,7200
2026-01-01,1,6310,2250
2026-01-01,1,6400,2800
2026-01-01,1,6410,1500
2026-01-01,1,6420,2700
2026-01-01,1,6430,700
2026-01-01,1,7000,9500
2026-02-01,1,4000,287350
2026-02-01,1,4100,100050
2026-02-01,1,4200,29050
2026-02-01,1,5000,203400
2026-02-01,1,5100,8900
2026-02-01,1,5200,2700
2026-02-01,1,6000,73300
2026-02-01,1,6010,16150
2026-02-01,1,6100,39450
2026-02-01,1,6110,3000
2026-02-01,1,6120,1800
2026-02-01,1,6200,13150
2026-02-01,1,6210,3750
2026-02-01,1,6300,7350
2026-02-01,1,6310,2300
2026-02-01,1,6400,2800
2026-02-01,1,6410,1500
2026-02-01,1,6420,900
2026-02-01,1,6430,700
2026-02-01,1,7000,9500
2026-03-01,1,4000,328350
2026-03-01,1,4100,114350
2026-03-01,1,4200,33200
2026-03-01,1,5000,232450
2026-03-01,1,5100,10200
2026-03-01,1,5200,3100
2026-03-01,1,6000,76350
2026-03-01,1,6010,16800
2026-03-01,1,6100,39450
2026-03-01,1,6110,2300
2026-03-01,1,6120,1800
2026-03-01,1,6200,15050
2026-03-01,1,6210,12750
2026-03-01,1,6300,8400
2026-03-01,1,6310,2650
2026-03-01,1,6400,2800
2026-03-01,1,6410,1500
2026-03-01,1,6420,900
2026-03-01,1,6430,700
2026-03-01,1,7000,9500
2026-04-01,1,4000,355750
2026-04-01,1,4100,123900
2026-04-01,1,4200,35950
2026-04-01,1,5000,251800
2026-04-01,1,5100,11050
2026-04-01,1,5200,3350
2026-04-01,1,6000,78400
2026-04-01,1,6010,17250
2026-04-01,1,6100,39450
2026-04-01,1,6110,2300
2026-04-01,1,6120,1800
2026-04-01,1,6200,16300
2026-04-01,1,6210,3750
2026-04-01,1,6300,9100
2026-04-01,1,6310,2900
2026-04-01,1,6400,2800
2026-04-01,1,6410,1500
2026-04-01,1,6420,900
2026-04-01,1,6430,700
2026-04-01,1,7000,9500
2026-05-01,1,4000,389950
2026-05-01,1,4100,135800
2026-05-01,1,4200,39450
2026-05-01,1,5000,276000
2026-05-01,1,5100,12100
2026-05-01,1,5200,3700
2026-05-01,1,6000,80900
2026-05-01,1,6010,17800
2026-05-01,1,6100,39450
2026-05-01,1,6110,2300
2026-05-01,1,6120,1800
2026-05-01,1,6200,17900
2026-05-01,1,6210,3750
2026-05-01,1,6300,10000
2026-05-01,1,6310,3150
2026-05-01,1,6400,2800
2026-05-01,1,6410,1500
2026-05-01,1,6420,900
2026-05-01,1,6430,700
2026-05-01,1,7000,9500
2026-06-01,1,4000,424150
2026-06-01,1,4100,147700
2026-06-01,1,4200,42900
2026-06-01,1,5000,300200
2026-06-01,1,5100,13150
2026-06-01,1,5200,4000
2026-06-01,1,6000,83450
2026-06-01,1,6010,18350
2026-06-01,1,6100,39450
2026-06-01,1,6110,2300
2026-06-01,1,6120,1800
2026-06-01,1,6200,19450
2026-06-01,1,6210,12750
2026-06-01,1,6300,10850
2026-06-01,1,6310,3450
2026-06-01,1,6400,2800
2026-06-01,1,6410,1500
2026-06-01,1,6420,900
2026-06-01,1,6430,700
2026-06-01,1,7000,9500
2026-07-01,1,4000,437850
2026-07-01,1,4100,152500
2026-07-01,1,4200,44250
2026-07-01,1,5000,309900
2026-07-01,1,5100,13600
2026-07-01,1,5200,4150
2026-07-01,1,6000,84450
2026-07-01,1,6010,18600
2026-07-01,1,6100,39450
2026-07-01,1,6110,2900
2026-07-01,1,6120,1800
2026-07-01,1,6200,20050
2026-07-01,1,6210,3750
2026-07-01,1,6300,11200
2026-07-01,1,6310,3550
2026-07-01,1,6400,2800
2026-07-01,1,6410,1500
2026-07-01,1,6420,900
2026-07-01,1,6430,700
2026-07-01,1,7000,9500
2026-08-01,1,4000,403600
2026-08-01,1,4100,140550
2026-08-01,1,4200,40800
2026-08-01,1,5000,285700
2026-08-01,1,5100,12500
2026-08-01,1,5200,3800
2026-08-01,1,6000,81950
2026-08-01,1,6010,18000
2026-08-01,1,6100,39450
2026-08-01,1,6110,2900
2026-08-01,1,6120,1800
2026-08-01,1,6200,18500
2026-08-01,1,6210,3750
2026-08-01,1,6300,10350
2026-08-01,1,6310,3250
2026-08-01,1,6400,2800
2026-08-01,1,6410,1500
2026-08-01,1,6420,900
2026-08-01,1,6430,700
2026-08-01,1,7000,9500
2026-09-01,1,4000,348900
2026-09-01,1,4100,121500
2026-09-01,1,4200,35300
2026-09-01,1,5000,246950
2026-09-01,1,5100,10800
2026-09-01,1,5200,3300
2026-09-01,1,6000,77850
2026-09-01,1,6010,17150
2026-09-01,1,6100,39450
2026-09-01,1,6110,2300
2026-09-01,1,6120,1800
2026-09-01,1,6200,16000
2026-09-01,1,6210,12750
2026-09-01,1,6300,8950
2026-09-01,1,6310,2800
2026-09-01,1,6400,2800
2026-09-01,1,6410,1500
2026-09-01,1,6420,900
2026-09-01,1,6430,700
2026-09-01,1,7000,9500
2026-10-01,1,4000,321550
2026-10-01,1,4100,111950
2026-10-01,1,4200,32500
2026-10-01,1,5000,227600
2026-10-01,1,5100,9950
2026-10-01,1,5200,3050
2026-10-01,1,6000,75850
2026-10-01,1,6010,16700
2026-10-01,1,6100,39450
2026-10-01,1,6110,2300
2026-10-01,1,6120,1800
2026-10-01,1,6200,14750
2026-10-01,1,6210,3750
2026-10-01,1,6300,8250
2026-10-01,1,6310,2600
2026-10-01,1,6400,2800
2026-10-01,1,6410,1500
2026-10-01,1,6420,900
2026-10-01,1,6430,700
2026-10-01,1,7000,9500
2026-11-01,1,4000,369400
2026-11-01,1,4100,128650
2026-11-01,1,4200,37350
2026-11-01,1,5000,261500
2026-11-01,1,5100,11450
2026-11-01,1,5200,3500
2026-11-01,1,6000,79400
2026-11-01,1,6010,17450
2026-11-01,1,6100,39450
2026-11-01,1,6110,2300
2026-11-01,1,6120,1800
2026-11-01,1,6200,16950
2026-11-01,1,6210,3750
2026-11-01,1,6300,9450
2026-11-01,1,6310,3000
2026-11-01,1,6400,2800
2026-11-01,1,6410,1500
2026-11-01,1,6420,900
2026-11-01,1,6430,700
2026-11-01,1,7000,9500
2026-12-01,1,4000,478900
2026-12-01,1,4100,166750
2026-12-01,1,4200,48400
2026-12-01,1,5000,338950
2026-12-01,1,5100,14850
2026-12-01,1,5200,4500
2026-12-01,1,6000,87500
2026-12-01,1,6010,19250
2026-12-01,1,6100,39450
2026-12-01,1,6110,3000
2026-12-01,1,6120,1800
2026-12-01,1,6200,21950
2026-12-01,1,6210,12750
2026-12-01,1,6300,12250
2026-12-01,1,6310,3850
2026-12-01,1,6400,2800
2026-12-01,1,6410,1500
2026-12-01,1,6420,900
2026-12-01,1,6430,700
2026-12-01,1,7000,9500
2024-01-01,2,4000,154000
2024-01-01,2,4100,39350
2024-01-01,2,4200,14500
2024-01-01,2,5000,101500
2024-01-01,2,5100,4450
2024-01-01,2,5200,1350
2024-01-01,2,6000,44650
2024-01-01,2,6010,9800
2024-01-01,2,6100,23350
2024-01-01,2,6110,1700
2024-01-01,2,6120,1800
2024-01-01,2,6200,6550
2024-01-01,2,6210,2500
2024-01-01,2,6300,3650
2024-01-01,2,6310,1150
2024-01-01,2,6400,1900
2024-01-01,2,6410,1450
2024-01-01,2,6420,2700
2024-01-01,2,6430,700
2024-01-01,2,7000,5200
2024-02-01,2,4000,157750
2024-02-01,2,4100,40300
2024-02-01,2,4200,14850
2024-02-01,2,5000,103950
2024-02-01,2,5100,4550
2024-02-01,2,5200,1400
2024-02-01,2,6000,44900
2024-02-01,2,6010,9900
2024-02-01,2,6100,23350
2024-02-01,2,6110,1700
2024-02-01,2,6120,1800
2024-02-01,2,6200,6750
2024-02-01,2,6210,2500
2024-02-01,2,6300,3750
2024-02-01,2,6310,1200
2024-02-01,2,6400,1900
2024-02-01,2,6410,1450
2024-02-01,2,6420,900
2024-02-01,2,6430,700
2024-02-01,2,7000,5200
2024-03-01,2,4000,180250
2024-03-01,2,4100,46050
2024-03-01,2,4200,16950
2024-03-01,2,5000,118800
2024-03-01,2,5100,5200
2024-03-01,2,5200,1600
2024-03-01,2,6000,46450
2024-03-01,2,6010,10200
2024-03-01,2,6100,23350
2024-03-01,2,6110,1300
2024-03-01,2,6120,1800
2024-03-01,2,6200,7700
2024-03-01,2,6210,8500
2024-03-01,2,6300,4300
2024-03-01,2,6310,1350
2024-03-01,2,6400,1900
2024-03-01,2,6410,1450
2024-03-01,2,6420,900
2024-03-01,2,6430,700
2024-03-01,2,7000,5200
2024-04-01,2,4000,195300
2024-04-01,2,4100,49900
2024-04-01,2,4200,18400
2024-04-01,2,5000,128700
2024-04-01,2,5100,5650
2024-04-01,2,5200,1700
2024-04-01,2,6000,47500
2024-04-01,2,6010,10450
2024-04-01,2,6100,23350
2024-04-01,2,6110,1300
2024-04-01,2,6120,1800
2024-04-01,2,6200,8350
2024-04-01,2,6210,2500
2024-04-01,2,6300,4650
2024-04-01,2,6310,1450
2024-04-01,2,6400,1900
2024-04-01,2,6410,1450
2024-04-01,2,6420,900
2024-04-01,2,6430,700
2024-04-01,2,7000,5200
2024-05-01,2,4000,214050
2024-05-01,2,4100,54700
2024-05-01,2,4200,20150
2024-05-01,2,5000,141100
2024-05-01,2,5100,6200
2024-05-01,2,5200,1900
2024-05-01,2,6000,48800
2024-05-01,2,6010,10750
2024-05-01,2,6100,23350
2024-05-01,2,6110,1300
2024-05-01,2,6120,1800
2024-05-01,2,6200,9150
2024-05-01,2,6210,2500
2024-05-01,2,6300,5100
2024-05-01,2,6310,1600
2024-05-01,2,6400,1900
2024-05-01,2,6410,1450
2024-05-01,2,6420,900
2024-05-01,2,6430,700
2024-05-01,2,7000,5200
2024-06-01,2,4000,232850
2024-06-01,2,4100,59500
2024-06-01,2,4200,21900
2024-06-01,2,5000,153450
2024-06-01,2,5100,6700
2024-06-01,2,5200,2050
2024-06-01,2,6000,50100
2024-06-01,2,6010,11000
2024-06-01,2,6100,23350
2024-06-01,2,6110,1300
2024-06-01,2,6120,1800
2024-06-01,2,6200,9950
2024-06-01,2,6210,8500
2024-06-01,2,6300,5550
2024-06-01,2,6310,1750
2024-06-01,2,6400,1900
2024-06-01,2,6410,1450
2024-06-01,2,6420,900
2024-06-01,2,6430,700
2024-06-01,2,7000,5200
2024-07-01,2,4000,240350
2024-07-01,2,4100,61400
2024-07-01,2,4200,22650
2024-07-01,2,5000,158400
2024-07-01,2,5100,6950
2024-07-01,2,5200,2100
2024-07-01,2,6000,50600
2024-07-01,2,6010,11150
2024-07-01,2,6100,23350
2024-07-01,2,6110,1650
2024-07-01,2,6120,1800
2024-07-01,2,6200,10250
2024-07-01,2,6210,2500
2024-07-01,2,6300,5750
2024-07-01,2,6310,1800
2024-07-01,2,6400,1900
2024-07-01,2,6410,1450
2024-07-01,2,6420,900
2024-07-01,2,6430,700
2024-07-01,2,7000,5200
2024-08-01,2,4000,221550
2024-08-01,2,4100,56600
2024-08-01,2,4200,20850
2024-08-01,2,5000,146050
2024-08-01,2,5100,6400
2024-08-01,2,5200,1950
2024-08-01,2,6000,49300
2024-08-01,2,6010,10850
2024-08-01,2,6100,23350
2024-08-01,2,6110,1650
2024-08-01,2,6120,1800
2024-08-01,2,6200,9450
2024-08-01,2,6210,2500
2024-08-01,2,6300,5300
2024-08-01,2,6310,1650
2024-08-01,2,6400,1900
2024-08-01,2,6410,1450
2024-08-01,2,6420,900
2024-08-01,2,6430,700
2024-08-01,2,7000,5200
2024-09-01,2,4000,191550
2024-09-01,2,4100,48950
2024-09-01,2,4200,18050
2024-09-01,2,5000,126250
2024-09-01,2,5100,5550
2024-09-01,2,5200,1700
2024-09-01,2,6000,47250
2024-09-01,2,6010,10400
2024-09-01,2,6100,23350
2024-09-01,2,6110,1300
2024-09-01,2,6120,1800
2024-09-01,2,6200,8200
2024-09-01,2,6210,8500
2024-09-01,2,6300,4550
2024-09-01,2,6310,1450
2024-09-01,2,6400,1900
2024-09-01,2,6410,1450
2024-09-01,2,6420,900
2024-09-01,2,6430,700
2024-09-01,2,7000,5200
2024-10-01,2,4000,176500
2024-10-01,2,4100,45100
2024-10-01,2,4200,16600
2024-10-01,2,5000,116350
2024-10-01,2,5100,5100
2024-10-01,2,5200,1550
2024-10-01,2,6000,46200
2024-10-01,2,6010,10150
2024-10-01,2,6100,23350
2024-10-01,2,6110,1300
2024-10-01,2,6120,1800
2024-10-01,2,6200,7550
2024-10-01,2,6210,2500
2024-10-01,2,6300,4200
2024-10-01,2,6310,1350
2024-10-01,2,6400,1900
2024-10-01,2,6410,1450
2024-10-01,2,6420,900
2024-10-01,2,6430,700
2024-10-01,2,7000,5200
2024-11-01,2,4000,202800
2024-11-01,2,4100,51800
2024-11-01,2,4200,19100
2024-11-01,2,5000,133650
2024-11-01,2,5100,5850
2024-11-01,2,5200,1800
2024-11-01,2,6000,48000
2024-11-01,2,6010,10550
2024-11-01,2,6100,23350
2024-11-01,2,6110,1300
2024-11-01,2,6120,1800
2024-11-01,2,6200,8650
2024-11-01,2,6210,2500
2024-11-01,2,6300,4850
2024-11-01,2,6310,1550
2024-11-01,2,6400,1900
